LAT,LON,total_fCO2_obs,total_SST_obs,total_salinity_obs,months_with_data,total_cruises
-68.625,-78.625,12,12,12,1,1
57.875,-143.375,12,12,12,1,1
57.875,-142.875,12,12,12,1,1
57.875,-142.375,12,12,12,1,1
44.625,-128.375,12,12,12,3,3
72.625,-159.375,12,12,12,2,2
72.625,-159.125,12,12,12,2,2
44.875,-56.125,12,12,12,1,1
57.875,-146.375,12,12,12,1,1
68.125,6.875,12,12,12,1,1
-18.875,120.375,12,12,12,1,1
-67.875,-8.125,12,12,12,1,1
23.125,-78.125,12,12,12,2,2
-17.375,147.625,12,12,12,1,1
24.125,-82.625,12,12,12,1,1
76.625,27.625,12,12,12,1,1
76.625,29.125,12,12,12,1,1
76.625,31.625,12,12,12,1,1
59.375,-141.375,12,12,12,1,1
59.375,-140.875,12,12,12,1,1
61.375,-16.625,12,12,12,1,1
-60.625,-62.875,12,12,12,1,1
76.875,-136.125,12,12,12,1,1
-72.875,-85.625,12,12,12,1,1
-57.375,-64.875,12,12,12,1,1
76.125,5.875,12,12,12,1,1
-69.125,-83.125,12,12,12,1,1
62.625,-175.375,12,12,12,1,1
62.625,-167.875,12,12,12,3,3
75.875,26.125,12,12,12,1,1
75.875,26.625,12,12,12,1,1
-66.875,71.875,12,12,12,1,1
29.375,-15.125,12,12,12,1,1
29.125,131.875,12,12,12,3,3
67.125,12.875,12,12,12,1,1
-36.625,24.375,12,12,12,1,1
54.375,-136.875,12,12,12,1,1
28.875,130.125,12,12,12,4,4
67.625,10.625,12,12,12,1,1
49.375,-128.375,12,12,12,2,2
49.125,-130.375,12,12,12,1,1
62.875,-167.875,12,12,12,1,1
28.625,129.125,12,12,12,3,3
57.875,-144.875,12,12,12,1,1
-34.625,17.875,12,12,12,1,1
69.875,-168.875,12,12,12,1,1
39.625,-13.375,12,12,12,1,1
-65.625,-71.625,12,12,12,1,1
55.625,-165.375,12,12,12,1,1
-14.875,53.125,12,12,12,1,1
-69.875,-85.625,12,12,12,1,1
71.875,-154.875,12,12,12,2,2
-68.375,-76.375,12,12,12,2,2
69.875,-99.625,12,12,12,1,1
22.625,-111.625,12,12,12,3,3
57.125,-8.125,12,12,12,1,1
-12.375,45.375,12,12,12,1,1
-15.375,122.875,12,12,12,1,1
-15.875,42.625,12,12,12,1,1
-12.875,50.625,12,12,12,1,1
-13.125,45.125,12,12,12,1,1
-35.875,-178.875,12,12,12,1,1
-70.125,-100.125,12,12,12,1,1
33.375,-118.375,12,12,12,2,2
-36.875,25.125,12,12,12,1,1
66.625,7.375,12,12,12,1,1
-36.375,23.375,12,12,12,1,1
75.625,23.375,12,12,12,1,1
75.625,32.875,12,12,12,1,1
30.125,132.625,12,12,12,6,6
71.875,-162.875,12,12,12,2,2
-13.875,44.375,12,12,12,1,1
-65.875,151.375,12,12,12,1,1
70.125,-166.875,12,12,12,2,2
76.875,26.375,12,12,12,1,1
50.125,172.875,12,12,12,1,1
61.375,-168.625,12,12,12,1,1
34.875,142.625,12,12,12,3,3
59.375,-143.125,12,12,12,1,1
66.375,12.375,12,12,12,1,1
30.125,129.125,12,12,12,2,2
50.125,-10.875,12,12,12,1,1
-61.625,-56.625,12,12,12,1,1
-61.375,-63.875,12,12,12,1,1
35.125,-7.875,12,12,12,1,1
61.125,-3.875,12,12,12,1,1
76.875,23.875,12,12,12,1,1
76.875,25.375,12,12,12,1,1
52.125,-171.875,12,12,12,2,2
76.875,38.375,12,12,12,1,1
76.875,38.625,12,12,12,1,1
66.625,-6.375,12,12,12,1,1
63.375,-1.375,12,12,12,1,1
58.875,-144.875,12,12,12,1,1
33.375,129.375,12,12,12,2,2
76.875,38.875,12,12,12,1,1
57.125,-144.875,12,12,12,1,1
57.125,-148.875,12,12,12,1,1
-5.875,-31.875,12,12,12,1,1
-10.375,-35.875,12,12,12,1,1
39.625,14.125,12,12,12,1,1
71.625,-148.875,12,12,12,1,1
-5.875,-32.375,12,12,12,1,1
37.375,142.875,12,12,12,5,5
54.125,-137.875,12,12,12,1,1
73.125,-134.875,12,12,12,1,1
45.875,-7.875,12,12,12,1,1
58.125,-140.375,12,12,12,1,1
-67.625,-73.125,12,12,12,1,1
30.125,133.875,12,12,12,4,4
30.125,135.375,12,12,12,4,4
35.125,140.125,12,12,12,1,1
-67.375,-70.125,12,12,12,1,1
61.125,-22.375,12,12,12,1,1
-70.375,-106.625,12,12,12,1,1
-70.375,-106.125,12,12,12,1,1
35.125,143.625,12,12,12,3,3
73.125,-131.625,12,12,12,1,1
46.375,-6.875,12,12,12,1,1
46.125,-128.625,12,12,12,1,1
66.125,11.625,12,12,12,1,1
30.375,133.125,12,12,12,2,2
30.375,-13.875,12,12,12,1,1
58.125,-140.875,12,12,12,1,1
-68.625,-82.375,12,12,12,1,1
33.125,142.125,12,12,12,4,4
63.625,-13.375,12,12,12,1,1
32.875,137.625,12,12,12,5,5
75.125,28.125,12,12,12,1,1
73.375,-149.375,12,12,12,1,1
73.375,-147.375,12,12,12,1,1
30.625,135.875,12,12,12,2,2
30.625,-13.125,12,12,12,1,1
-67.625,-72.125,12,12,12,1,1
58.125,-138.375,12,12,12,1,2
-64.625,-64.375,12,12,12,1,1
53.875,-154.625,12,12,12,1,1
53.875,-13.125,12,12,12,1,1
-70.125,-106.125,12,12,12,1,1
46.875,-126.625,12,12,12,2,2
54.125,-156.625,12,12,12,1,1
-67.875,-73.875,12,12,12,2,2
70.125,8.875,12,12,12,1,1
-65.125,145.125,12,12,12,1,1
-64.875,-71.125,12,12,12,1,1
71.625,-153.375,12,12,12,1,1
55.625,-14.125,12,12,12,1,1
70.125,12.875,12,12,12,1,1
-68.375,-68.625,12,12,12,2,2
55.625,-11.625,12,12,12,1,1
-5.125,153.625,12,12,12,4,4
6.375,-85.125,12,12,12,1,1
71.625,-159.125,12,12,12,2,3
42.125,138.875,12,12,12,2,2
-38.875,-58.125,12,12,12,1,1
75.375,27.125,12,12,12,1,1
75.375,27.375,12,12,12,1,1
33.125,137.375,12,12,12,3,3
33.125,133.875,12,12,12,1,1
73.625,12.375,12,12,12,1,1
-69.875,-87.375,12,12,12,1,1
20.625,-71.875,12,12,12,1,1
-62.625,115.625,12,12,12,1,1
50.375,-130.875,12,12,12,2,2
-73.875,-104.875,12,12,12,1,1
59.625,-140.625,12,12,12,1,1
59.625,-140.375,12,12,12,1,1
35.375,-73.625,12,12,12,1,1
71.375,28.625,12,12,12,1,1
55.875,-165.625,12,12,12,1,1
73.625,16.625,12,12,12,1,1
-69.625,-91.875,12,12,12,2,2
30.875,137.375,12,12,12,2,2
30.875,-11.125,12,12,12,2,3
-40.375,173.625,12,12,12,3,3
56.875,-148.375,12,12,12,1,1
56.875,-142.625,12,12,12,1,1
11.125,-77.875,12,12,12,1,1
50.625,-134.375,12,12,12,1,1
60.875,-60.625,12,12,12,1,1
35.375,144.375,12,12,12,3,4
77.375,-137.625,12,12,12,1,1
60.875,-175.875,12,12,12,1,1
60.875,-175.625,12,12,12,1,1
60.875,-175.375,12,12,12,1,1
31.125,129.125,12,12,12,2,2
31.125,-11.625,12,12,12,1,1
-71.375,-84.375,12,12,12,1,1
-71.375,-82.875,12,12,12,1,1
75.125,23.875,12,12,12,1,1
-67.125,78.375,12,12,12,1,1
-68.875,-80.625,12,12,12,1,1
-68.875,-80.375,12,12,12,1,1
53.125,-138.625,12,12,12,1,1
74.875,10.375,12,12,12,1,1
74.875,11.875,12,12,12,1,1
37.875,143.625,12,12,12,3,3
31.375,136.875,12,12,12,3,3
73.625,25.125,12,12,12,1,1
-41.625,174.375,12,12,12,2,2
11.875,-69.125,12,12,12,1,1
55.875,-153.125,12,12,12,1,1
55.875,-150.625,12,12,12,2,2
55.875,-138.125,12,12,12,1,1
20.125,-18.875,12,12,12,2,2
20.125,-70.625,12,12,12,1,1
20.125,-67.125,12,12,12,1,1
56.875,-148.625,12,12,12,1,1
-65.375,120.625,12,12,12,1,1
56.875,-148.125,12,12,12,1,1
56.875,-147.375,12,12,12,2,2
-67.875,-82.875,12,12,12,2,2
56.125,-167.125,12,12,12,2,3
50.375,0.875,12,12,12,1,1
50.375,173.125,12,12,12,1,1
77.375,33.875,12,12,12,1,1
59.625,-6.625,12,12,12,1,1
35.875,-73.875,12,12,12,1,1
35.625,144.875,12,12,12,3,3
51.625,-137.625,12,12,12,1,1
77.625,12.375,12,12,12,2,2
-50.875,-64.625,12,12,12,1,1
-50.625,-64.625,12,12,12,1,1
78.125,11.375,12,12,12,1,1
-62.875,-66.875,12,12,12,1,1
77.625,32.625,12,12,12,1,1
71.125,-163.375,12,12,12,2,2
74.125,-95.875,12,12,12,1,1
37.875,-72.375,12,12,12,3,3
31.875,-122.125,12,12,12,3,3
38.125,-127.375,12,12,12,1,1
53.375,-169.375,12,12,12,1,1
-68.875,-81.375,12,12,12,1,1
-47.375,168.125,12,12,12,1,1
74.625,24.875,12,12,12,1,1
74.625,25.125,12,12,12,1,1
65.375,24.625,12,12,12,2,2
41.125,142.375,12,12,12,5,5
-65.375,-70.375,12,12,12,2,2
70.875,-159.375,12,12,12,2,2
56.625,-141.375,12,12,12,1,1
56.625,-136.375,12,12,12,1,1
53.375,-154.125,12,12,12,1,1
53.375,-153.375,12,12,12,1,1
-44.875,175.875,12,12,12,1,1
47.625,-126.875,12,12,12,2,2
53.625,-157.625,12,12,12,1,1
32.125,-120.125,12,12,12,2,2
71.125,-158.875,12,12,12,2,2
16.375,-66.125,12,12,12,1,1
41.125,140.375,12,12,12,1,1
40.875,143.625,12,12,12,5,5
41.125,137.125,12,12,12,1,1
-70.625,-107.875,12,12,12,1,1
16.625,-76.375,12,12,12,1,1
-69.375,-88.375,12,12,12,1,1
51.375,-137.375,12,12,12,1,1
-63.375,113.375,12,12,12,1,1
-69.375,-87.125,12,12,12,1,1
18.875,-74.375,12,12,12,1,1
70.625,7.125,12,12,12,1,1
70.625,10.375,12,12,12,1,1
40.625,144.125,12,12,12,5,5
60.125,-169.875,12,12,12,1,1
60.375,-170.875,12,12,12,1,1
58.625,-151.375,12,12,12,1,1
-68.125,-2.125,12,12,12,1,1
18.125,-62.625,12,12,12,1,1
-65.375,147.625,12,12,12,1,1
56.625,-149.625,12,12,12,1,1
-63.125,126.875,12,12,12,1,1
-69.625,-100.375,12,12,12,1,1
76.375,16.875,12,12,12,1,1
76.375,17.625,12,12,12,1,1
-59.125,-60.625,12,12,12,1,1
-58.875,-66.875,12,12,12,1,1
-69.625,-99.875,12,12,12,1,1
43.625,-127.125,12,12,12,1,1
50.875,-131.875,12,12,12,1,1
78.625,9.625,12,12,12,1,1
51.625,-170.625,12,12,12,2,2
70.625,15.875,12,12,12,1,1
19.125,-83.125,12,12,12,1,1
70.625,-90.375,12,12,12,1,1
40.625,137.875,12,12,12,3,3
-68.125,-1.125,12,12,12,1,1
78.625,32.125,12,12,12,1,1
36.125,-125.375,11,11,11,1,1
51.375,-15.375,11,11,11,1,1
36.125,144.875,11,11,11,3,3
-63.625,-55.625,11,11,11,1,1
70.625,7.375,11,11,11,1,1
40.875,-125.625,11,11,11,1,1
78.625,33.125,11,11,11,1,1
36.125,142.375,11,11,11,3,3
-67.375,75.125,11,11,11,1,1
32.375,133.375,11,11,11,3,3
-62.875,-62.375,11,11,11,1,1
36.375,142.625,11,11,11,2,4
60.625,-168.875,11,11,11,2,2
-70.625,-106.875,11,11,11,1,1
-70.625,-106.625,11,11,11,1,1
-69.875,-93.625,11,11,11,1,1
56.375,-151.125,11,11,11,1,1
-68.125,30.625,11,11,11,1,1
-69.875,-98.125,11,11,11,1,1
-69.875,-97.875,11,11,11,1,1
-69.875,-97.125,11,11,11,1,1
-69.875,-96.875,11,11,11,1,1
56.875,-165.625,11,11,11,1,1
-68.125,-5.125,11,11,11,1,1
41.375,-69.875,11,11,11,1,1
16.625,-101.875,11,11,11,2,2
31.625,-121.875,11,11,11,2,2
65.375,-61.375,11,11,11,1,1
-69.625,-94.625,11,11,11,1,1
-69.625,-93.875,11,11,11,1,1
-70.375,-96.125,11,11,11,1,1
63.875,4.125,11,11,11,1,1
-48.375,169.375,11,11,11,1,1
-64.125,80.125,11,11,11,1,1
48.375,-7.375,11,11,11,1,1
73.875,25.625,11,11,11,1,1
73.875,33.375,11,11,11,1,1
-43.625,149.375,11,11,11,1,1
-43.875,173.125,11,11,11,1,1
31.875,-120.125,11,11,11,3,3
31.625,139.625,11,11,11,2,2
47.375,-127.875,11,11,11,1,1
-52.375,-58.625,11,11,11,1,1
75.125,25.125,11,11,11,2,2
63.625,7.125,11,11,11,1,1
-70.375,-97.125,11,11,11,1,1
74.875,11.375,11,11,11,1,1
-69.625,-92.375,11,11,11,1,1
73.625,29.125,11,11,11,1,1
-71.125,-83.375,11,11,11,1,1
-70.875,-108.375,11,11,11,1,1
73.875,13.125,11,11,11,1,1
53.625,-151.875,11,11,11,1,1
73.625,33.375,11,11,11,1,1
73.875,-168.875,11,11,11,1,1
73.875,-146.375,11,11,11,1,1
37.875,-0.375,11,11,11,1,1
65.125,5.875,11,11,11,1,1
30.625,136.875,11,11,11,3,3
-38.875,-56.375,11,11,11,1,1
73.375,-132.875,11,11,11,1,1
73.375,-75.375,11,11,11,1,1
-39.375,-55.625,11,11,11,1,1
75.375,26.625,11,11,11,1,1
75.375,26.875,11,11,11,1,1
32.875,139.625,11,11,11,3,5
73.625,16.125,11,11,11,1,1
-69.625,-91.375,11,11,11,2,2
30.875,129.125,11,11,11,2,2
65.625,-168.875,11,11,11,1,1
38.125,-124.625,11,11,11,1,1
58.375,-145.375,11,11,11,1,1
38.125,-9.375,11,11,11,1,1
58.375,-169.375,11,11,11,1,1
66.625,6.125,11,11,11,1,1
29.875,-12.375,11,11,11,3,3
72.875,29.125,11,11,11,1,1
33.375,-12.125,11,11,11,1,1
33.375,-11.875,11,11,11,1,1
75.375,26.375,11,11,11,1,1
54.125,-136.875,11,11,11,1,1
-67.625,-72.875,11,11,11,1,1
30.125,134.625,11,11,11,4,4
30.125,132.125,11,11,11,3,3
46.625,-7.875,11,11,11,2,2
45.625,-7.625,11,11,11,1,1
73.125,32.875,11,11,11,1,1
-67.625,-72.375,11,11,11,1,1
73.125,22.625,11,11,11,1,1
-73.375,-107.625,11,11,11,1,1
-36.125,-52.875,11,11,11,1,1
54.375,-168.875,11,11,11,1,1
-36.375,23.625,11,11,11,1,1
45.375,-11.625,11,11,11,2,2
-54.875,-65.375,11,11,11,1,1
75.875,25.125,11,11,11,1,1
75.625,25.125,11,11,11,1,1
-54.375,-54.875,11,11,11,1,1
63.375,-166.875,11,11,11,1,1
37.375,134.375,11,11,11,1,1
33.375,135.625,11,11,11,2,2
73.125,-165.875,11,11,11,1,1
-68.625,-95.125,11,11,11,1,1
-37.375,19.125,11,11,11,1,1
58.125,-148.375,11,11,11,1,1
30.125,-80.875,11,11,11,1,1
38.625,-126.375,11,11,11,1,1
67.625,11.125,11,11,11,1,1
75.875,28.375,11,11,11,1,1
37.375,-74.125,11,11,11,1,1
63.125,-172.875,11,11,11,1,1
63.375,-173.625,11,11,11,1,1
52.875,-158.125,11,11,11,1,1
-54.625,-54.625,11,11,11,1,1
-35.625,30.125,11,11,11,1,1
-66.625,-73.625,11,11,11,1,1
66.875,12.875,11,11,11,1,1
-35.125,19.625,11,11,11,1,1
-36.625,-179.375,11,11,11,1,1
-73.125,-107.125,11,11,11,2,2
38.375,14.875,11,11,11,1,1
57.875,-6.125,11,11,11,2,2
57.875,-140.875,11,11,11,1,1
57.875,-140.375,11,11,11,1,1
57.875,-139.125,11,11,11,1,1
57.875,-138.875,11,11,11,1,1
72.625,-71.875,11,11,11,1,1
-34.375,29.125,11,11,11,1,1
33.875,142.625,11,11,11,3,3
33.875,143.625,11,11,11,2,3
33.875,-8.375,11,11,11,1,1
33.875,-77.125,11,11,11,1,1
75.875,26.375,11,11,11,1,1
45.125,-128.375,11,11,11,1,1
-35.375,14.375,11,11,11,1,1
-35.375,20.375,11,11,11,1,1
72.875,-158.875,11,11,11,3,4
67.375,-167.875,11,11,11,1,1
-32.375,13.875,11,11,11,1,1
44.625,-61.125,11,11,11,1,1
38.625,137.375,11,11,11,2,2
68.125,7.625,11,11,11,1,1
68.125,11.625,11,11,11,1,1
52.625,-13.125,11,11,11,1,1
75.875,33.125,11,11,11,1,1
75.875,34.125,11,11,11,1,1
75.875,36.125,11,11,11,1,1
75.875,36.375,11,11,11,1,1
75.875,36.625,11,11,11,1,1
-33.125,17.125,11,11,11,1,1
72.625,-157.125,11,11,11,2,2
57.875,-143.625,11,11,11,1,1
68.125,-168.625,11,11,11,2,2
57.875,-141.125,11,11,11,1,1
57.625,-142.375,11,11,11,1,1
43.875,-8.625,11,11,11,1,1
54.875,-155.625,11,11,11,1,1
62.125,-176.375,11,11,11,1,1
62.125,-168.625,11,11,11,1,1
52.625,-138.375,11,11,11,1,1
59.125,-8.125,11,11,11,1,1
54.625,172.875,11,11,11,2,2
27.375,-15.625,11,11,11,1,1
26.625,-76.625,11,11,11,1,1
-32.125,16.375,11,11,11,2,2
68.125,15.625,11,11,11,1,1
38.875,-124.875,11,11,11,2,2
38.875,-124.125,11,11,11,1,1
27.375,-16.125,11,11,11,1,1
54.625,-138.875,11,11,11,1,1
-69.125,-84.375,11,11,11,1,1
-59.125,-54.875,11,11,11,1,1
-58.875,-68.375,11,11,11,1,1
-70.375,-101.375,11,11,11,1,1
-70.375,-101.125,11,11,11,1,1
-70.375,-100.375,11,11,11,1,1
61.875,-167.125,11,11,11,1,1
72.375,14.375,11,11,11,1,1
72.375,-152.125,11,11,11,1,1
57.625,-142.125,11,11,11,1,1
68.875,-168.625,11,11,11,1,1
25.625,-15.625,11,11,11,3,3
54.875,-14.125,11,11,11,1,1
-66.375,-72.125,11,11,11,1,1
57.625,-142.875,11,11,11,1,1
57.625,-142.625,11,11,11,1,1
-25.125,42.125,11,11,11,1,1
-70.125,-91.875,11,11,11,1,1
-24.375,48.875,11,11,11,1,1
76.375,37.375,11,11,11,1,1
-59.375,-57.125,11,11,11,1,1
76.375,29.375,11,11,11,2,2
76.375,33.125,11,11,11,2,2
76.375,35.875,11,11,11,1,1
76.375,36.125,11,11,11,1,1
76.375,25.875,11,11,11,1,1
72.375,-168.625,11,11,11,1,1
-25.625,43.375,11,11,11,1,1
-25.625,43.625,11,11,11,1,1
-25.625,43.875,11,11,11,1,1
39.125,-126.125,11,11,11,2,2
69.125,-166.125,11,11,11,2,2
24.875,-114.875,11,11,11,2,2
69.375,-165.875,11,11,11,1,1
24.625,-114.625,11,11,11,3,3
43.125,7.125,11,11,11,1,1
34.875,-122.125,11,11,11,1,1
61.375,-0.125,11,11,11,1,1
34.625,141.375,11,11,11,3,3
61.875,-176.875,11,11,11,1,1
-70.375,-99.375,11,11,11,1,1
76.375,36.375,11,11,11,1,1
43.625,-126.875,11,11,11,1,1
-24.625,48.375,11,11,11,1,1
-24.875,41.625,11,11,11,1,1
-25.375,43.125,11,11,11,1,1
-25.375,46.625,11,11,11,1,1
-25.375,46.875,11,11,11,1,1
39.375,-124.375,11,11,11,2,2
57.375,-140.125,11,11,11,1,1
69.625,-166.625,11,11,11,1,1
69.625,-164.375,11,11,11,2,2
76.625,24.125,11,11,11,1,1
-69.625,-90.625,11,11,11,1,1
55.125,-13.125,11,11,11,1,1
-20.375,40.875,11,11,11,1,1
-20.375,116.125,11,11,11,1,1
72.125,-163.625,11,11,11,3,3
72.125,-163.125,11,11,11,3,3
57.625,-168.375,11,11,11,2,2
55.125,-160.625,11,11,11,1,1
-23.125,40.625,11,11,11,1,1
-70.125,-95.125,11,11,11,1,1
-70.125,-94.125,11,11,11,1,1
42.875,-128.375,11,11,11,1,1
55.375,-140.625,11,11,11,1,1
-14.625,52.875,11,11,11,1,1
-69.625,-89.625,11,11,11,1,1
52.125,-159.375,11,11,11,1,1
52.125,-135.875,11,11,11,1,1
59.375,-140.375,11,11,11,1,1
36.875,-8.875,11,11,11,1,1
23.125,-20.375,11,11,11,1,1
-19.375,150.125,11,11,11,1,1
-67.875,-7.375,11,11,11,1,1
69.625,8.375,11,11,11,1,1
42.875,9.875,11,11,11,1,1
-17.125,42.875,11,11,11,1,1
-17.625,42.375,11,11,11,1,1
72.125,-168.625,11,11,11,1,1
-65.625,-74.625,11,11,11,1,1
-70.125,-89.875,11,11,11,1,1
61.375,-173.625,11,11,11,1,1
-60.625,-64.125,11,11,11,1,1
-60.625,-63.375,11,11,11,1,1
76.875,12.625,11,11,11,1,1
76.875,13.375,11,11,11,1,1
-69.625,-90.375,11,11,11,1,1
42.625,9.875,11,11,11,1,1
-69.875,-86.375,11,11,11,1,1
-14.125,44.125,11,11,11,1,1
-70.125,-87.875,11,11,11,1,1
43.125,-126.375,11,11,11,1,1
-15.375,42.625,11,11,11,1,1
22.875,-77.875,11,11,11,2,2
22.875,-111.875,11,11,11,3,3
-12.375,50.125,11,11,11,1,1
70.125,-165.375,11,11,11,2,2
-71.875,-83.625,11,11,11,1,1
-64.875,77.625,11,11,11,1,1
-11.625,-33.625,11,11,11,1,1
76.875,39.125,11,11,11,1,1
-61.625,-49.875,11,11,11,2,2
50.375,-132.125,11,11,11,1,1
51.875,-12.375,11,11,11,1,1
-67.375,-73.125,11,11,11,1,1
-12.875,45.375,11,11,11,1,1
-12.875,50.875,11,11,11,1,1
71.875,-168.625,11,11,11,1,1
71.875,-163.375,11,11,11,3,3
69.875,-63.375,11,11,11,1,1
69.875,-63.125,11,11,11,1,1
55.625,-13.625,11,11,11,1,1
55.625,-13.125,11,11,11,1,1
55.625,-11.875,11,11,11,1,1
77.125,23.875,11,11,11,1,1
-61.875,-62.125,11,11,11,1,1
76.875,34.375,11,11,11,1,1
42.375,15.625,11,11,11,1,1
57.125,-145.625,11,11,11,2,2
21.375,-64.625,11,11,11,1,1
70.125,-63.875,11,11,11,1,1
-6.875,153.875,11,11,11,4,4
-10.875,139.125,11,11,11,1,1
-70.125,-88.625,11,11,11,1,1
-11.875,49.625,11,11,11,1,1
-12.125,131.375,11,11,11,1,1
-11.875,46.375,11,11,11,1,1
70.375,-165.125,11,11,11,3,3
-62.375,-50.125,11,11,11,1,1
-62.375,-69.375,11,11,11,1,1
-62.125,-49.875,11,11,11,1,1
50.375,-129.125,11,11,11,1,1
77.125,29.625,11,11,11,1,1
-69.375,-79.625,11,11,11,1,1
61.125,-177.375,11,11,11,1,1
21.125,-74.125,11,11,11,5,5
-69.875,-91.375,11,11,11,1,1
-69.875,-87.625,11,11,11,1,1
39.875,13.625,11,11,11,1,1
-67.875,-71.625,11,11,11,1,1
-69.875,-86.625,11,11,11,1,1
55.625,174.375,11,11,11,1,1
-68.375,-72.625,11,11,11,1,1
20.375,-63.375,11,11,11,1,1
71.375,11.125,11,11,11,1,1
71.375,12.625,11,11,11,1,1
-69.375,-99.375,11,11,11,1,1
77.375,29.625,11,11,11,1,1
-62.625,-52.625,11,11,11,1,1
35.625,-73.875,11,11,11,1,1
60.875,-3.125,11,11,11,1,1
35.375,144.625,11,11,11,3,3
-69.375,-79.125,11,11,11,1,1
71.625,-166.625,11,11,11,3,3
71.625,-164.875,11,11,11,4,4
71.625,-164.625,11,11,11,2,2
71.625,-162.625,11,11,11,2,2
71.625,-161.125,11,11,11,4,4
-67.875,-79.125,11,11,11,1,1
71.375,-156.875,11,11,11,1,1
-67.875,-82.625,11,11,11,2,2
77.625,30.625,11,11,11,1,1
50.375,-0.875,11,11,11,1,1
36.375,143.625,11,11,11,2,3
60.875,-176.125,11,11,11,1,1
35.625,142.625,11,11,11,4,4
-65.375,-72.875,11,11,11,1,1
-70.125,-85.375,11,11,11,1,1
-72.125,-84.875,11,11,11,1,1
10.375,-79.625,11,11,11,3,3
9.875,-87.375,11,11,11,7,8
8.125,-83.625,11,11,11,5,6
-72.625,-84.875,11,11,11,1,1
56.875,-10.375,11,11,11,1,1
-69.875,-103.875,11,11,11,1,1
70.375,21.375,11,11,11,1,1
19.625,-76.125,11,11,11,1,1
16.875,-75.625,11,11,11,4,4
-62.875,113.625,11,11,11,1,1
36.375,145.125,11,11,11,3,3
36.625,-123.625,11,11,11,1,1
51.625,-136.375,11,11,11,1,1
13.375,-97.625,11,11,11,1,1
71.375,-168.625,11,11,11,1,1
14.875,-71.375,11,11,11,2,2
71.125,15.625,11,11,11,1,1
13.875,-60.625,11,11,11,1,1
56.125,-141.625,11,11,11,1,1
56.125,-137.125,11,11,11,1,1
41.375,-10.125,11,11,11,1,1
-65.125,120.125,11,11,11,1,1
-46.625,170.875,11,11,11,1,1
-69.375,-90.125,11,11,11,1,1
51.375,0.875,11,11,11,1,1
40.375,147.125,11,11,11,3,3
70.625,18.625,11,11,11,3,3
40.875,12.375,11,11,11,1,1
70.625,-98.625,11,11,11,1,1
70.625,-98.375,11,11,11,1,1
-65.375,150.875,11,11,11,1,1
70.875,-167.625,11,11,11,2,2
70.875,-167.125,11,11,11,3,3
70.875,-165.875,11,11,11,1,2
70.875,-165.375,11,11,11,1,2
70.625,-148.375,11,11,11,2,2
56.625,-149.875,11,11,11,1,1
56.625,-145.625,11,11,11,2,2
48.375,-132.125,11,11,11,1,1
-68.875,-83.125,11,11,11,1,1
74.125,6.375,11,11,11,1,1
31.875,141.625,11,11,11,2,2
64.625,4.875,11,11,11,1,1
58.625,-169.375,11,11,11,1,1
58.625,-149.125,11,11,11,1,1
-44.875,144.875,11,11,11,1,1
47.875,-126.625,11,11,11,1,1
32.125,142.125,11,11,11,5,5
32.125,136.125,11,11,11,3,3
-44.375,177.625,11,11,11,1,1
-46.875,169.625,11,11,11,1,1
74.625,-5.125,11,11,11,1,1
-64.125,-53.625,11,11,11,1,1
-64.125,-56.375,11,11,11,1,1
36.125,144.125,10,10,10,3,3
60.125,-170.375,10,10,10,1,1
-63.375,-52.125,10,10,10,1,1
32.375,141.625,10,10,10,4,4
42.125,16.125,10,10,10,1,1
42.375,-126.375,10,10,10,1,1
-11.625,46.875,10,10,10,1,1
-68.375,-72.375,10,10,10,1,1
71.625,-68.375,10,10,10,1,1
-10.625,139.875,10,10,10,1,1
-9.375,143.375,10,10,10,1,1
71.625,-68.625,10,10,10,1,1
78.875,2.625,10,10,10,1,1
78.625,32.625,10,10,10,1,1
-7.375,-33.875,10,10,10,1,2
-6.875,-32.375,10,10,10,1,1
7.125,-82.875,10,10,10,1,2
71.625,-164.375,10,10,10,2,2
71.625,-168.625,10,10,10,1,1
55.875,-167.125,10,10,10,1,2
55.375,-12.375,10,10,10,1,1
-12.375,45.625,10,10,10,1,1
77.625,30.875,10,10,10,1,1
-62.875,140.125,10,10,10,1,1
60.375,-18.625,10,10,10,1,1
71.625,20.625,10,10,10,2,2
71.625,19.625,10,10,10,3,3
-12.125,46.125,10,10,10,1,1
64.125,-164.875,10,10,10,1,1
42.625,-11.375,10,10,10,1,1
71.875,-161.875,10,10,10,2,2
-13.875,144.875,10,10,10,1,1
-13.875,51.875,10,10,10,1,1
-13.625,125.375,10,10,10,1,1
71.875,-166.875,10,10,10,1,1
32.375,-118.875,10,10,10,1,1
-72.625,-83.875,10,10,10,1,1
71.375,28.875,10,10,10,2,2
8.375,-88.375,10,10,10,1,2
64.375,7.875,10,10,10,1,1
-62.625,-54.125,10,10,10,1,1
77.625,0.125,10,10,10,1,1
77.375,33.125,10,10,10,1,1
77.375,32.875,10,10,10,1,1
77.375,32.625,10,10,10,1,1
77.375,32.125,10,10,10,1,1
-69.125,-102.375,10,10,10,1,1
59.875,-144.125,10,10,10,1,1
-14.875,53.375,10,10,10,1,1
-72.875,-84.625,10,10,10,1,1
71.875,-152.625,10,10,10,1,1
71.875,-157.625,10,10,10,1,2
-70.375,-98.125,10,10,10,1,1
-70.375,-98.375,10,10,10,1,1
-62.125,-69.375,10,10,10,1,1
