G2expocode,G2cruise,G2station,G2year,G2month,G2day,G2latitude,G2longitude,G2depth,G2tco2,G2talk,G2temperature,G2salinity,G2phtsinsitutp,G2tco2qc,G2talkqc,G2phtsqc
74DI20100106,699.0,44.0,2010.0,1.0,16.0,26.103,-70.634,5.0,2057.7,2395.4,22.556,36.745,8.1076,1.0,1.0,0.0
33RO19980123,341.0,93.0,1998.0,2.0,17.0,26.141,-70.615,4.0,2028.4,2391.2,24.281,36.653,8.1216,1.0,1.0,1.0
29AH20110128,1030.0,139.0,2011.0,3.0,9.0,26.202,-76.151,6.0,2064.4,2404.6,22.844,36.754,8.1054,0.0,1.0,1.0
29AH20110128,1030.0,151.0,2011.0,3.0,11.0,26.203,-77.029,6.0,2055.3,2400.4,23.444,36.656,8.1059,0.0,1.0,1.0
29AH20110128,1030.0,134.0,2011.0,3.0,8.0,26.203,-75.28,5.0,2061.0,2410.6,23.456,36.855,8.1085,0.0,1.0,1.0
29AH20110128,1030.0,126.0,2011.0,3.0,6.0,26.203,-72.654,5.0,2071.1,2407.3,21.829,36.8,8.1137,0.0,1.0,1.0
29AH20110128,1030.0,145.0,2011.0,3.0,10.0,26.204,-76.8,5.0,2075.6,2397.3,23.695,36.625,8.066,0.0,1.0,1.0
29AH20110128,1030.0,131.0,2011.0,3.0,8.0,26.204,-74.407,6.0,2057.5,2408.9,23.657,36.795,8.1092,0.0,1.0,1.0
29AH20110128,1030.0,128.0,2011.0,3.0,7.0,26.204,-73.432,4.0,2054.5,2403.1,23.806,36.782,8.1037,0.0,1.0,1.0
29AH20110128,1030.0,122.0,2011.0,3.0,5.0,26.204,-71.1,5.0,2065.1,2413.4,22.334,36.849,8.1234,0.0,1.0,1.0
29AH20110128,1030.0,120.0,2011.0,3.0,5.0,26.204,-70.322,3.0,2063.2,2414.7,22.577,36.836,8.1244,0.0,1.0,1.0
74DI20100106,699.0,23.0,2010.0,1.0,10.0,26.484,-76.443,6.0,2048.9,2393.1,23.606,36.731,8.1022,1.0,1.0,0.0
33RO19980123,341.0,102.0,1998.0,2.0,19.0,26.491,-73.967,5.0,2047.7,2396.6,21.985,36.668,8.1344,1.0,1.0,1.0
74DI20100106,699.0,19.0,2010.0,1.0,9.0,26.496,-76.761,5.0,2049.8,2391.2,23.637,36.707,8.0981,1.0,1.0,0.0
74DI20100106,699.0,24.0,2010.0,1.0,10.0,26.496,-76.303,4.0,2045.0,2393.4,23.634,36.743,8.1082,1.0,1.0,0.0
74DI20100106,699.0,42.0,2010.0,1.0,15.0,26.496,-71.362,10.0,2055.0,2393.9,23.649,36.738,8.093,1.0,1.0,0.0
